19	3261636	3261974	2	2	1	17	0	65
19	3262145	3264810	2	2	1	7	0	38
19	3265666	3266335	2	2	1	11	0	67
19	3266460	3267241	2	2	1	8	0	63
19	3266460	3268297	2	2	0	2	0	55
19	3267337	3268297	2	2	1	10	0	68
19	3268417	3268659	2	2	1	14	1	67
19	3268843	3271525	2	2	1	14	1	73
19	3271701	3272887	2	2	1	7	1	71
19	3271701	3274355	2	2	0	1	0	42
19	3273036	3273387	2	2	0	1	0	13
19	3273036	3274355	2	2	1	13	0	71
19	3273550	3274355	2	2	0	1	0	63
19	3274557	3276755	2	2	1	14	0	63
19	3276842	3276871	1	1	0	1	0	48
19	3276920	3279532	2	2	1	6	0	67
19	3279631	3279806	2	2	1	8	0	71
19	3279997	3281418	2	2	1	5	0	48
19	3281589	3282700	2	2	1	16	0	65
19	3283172	3284759	1	1	1	136	1	58
19	3284785	3285309	1	1	0	1	0	25
19	3284818	3285309	1	1	1	144	2	61
19	3284834	3285309	1	1	1	2	0	60
19	3285396	3286874	1	1	1	111	1	74
19	3287039	3287702	1	1	1	68	1	53
19	3287756	3288983	1	1	1	43	1	55
19	3287756	3288987	1	1	0	1	0	16
19	3289088	3290976	1	1	1	76	0	73
19	3323375	3349188	1	1	1	13	0	44
19	3349343	3352484	1	1	1	22	0	73
19	3352625	3356316	1	1	1	17	0	69
19	3356489	3358175	1	1	1	18	0	74
19	3356574	3358175	1	1	0	1	0	65
19	3358278	3362084	1	1	1	18	0	71
19	3362223	3364477	1	1	1	20	0	73
19	3364556	3365674	1	1	1	18	0	65
19	3365783	3366329	1	1	1	29	0	69
19	3366418	3368854	1	1	1	34	1	70
19	3369051	3370706	0	0	1	25	1	74
19	3370896	3371571	1	1	1	32	0	69
19	3371678	3375092	1	1	1	28	0	73
19	3375210	3376410	1	1	1	34	0	73
19	3376576	3378367	1	1	1	29	0	74
19	3378503	3380016	1	1	1	15	0	71
19	3380170	3381609	1	1	1	19	0	72
19	3381724	3381931	1	1	1	14	0	70
19	3382025	3383754	1	1	1	15	0	68
19	3389334	3392102	1	1	1	2	0	67
19	3392262	3393924	1	1	1	1	0	15
19	3394046	3395919	1	1	1	2	0	14
19	3395994	3396962	1	1	1	1	0	48
19	3404187	3404932	1	3	1	1	0	71
19	3456548	3456788	2	2	0	2	0	71
19	3456548	3464630	2	2	0	1	0	55
19	3457052	3459360	2	2	1	86	0	72
19	3459481	3464544	2	2	1	92	1	74
19	3464696	3466492	2	2	1	141	0	74
19	3466600	3467140	2	2	1	129	2	75
19	3467295	3467682	2	2	0	2	0	20
19	3467295	3469640	2	2	1	125	3	74
19	3468011	3469640	2	2	0	1	0	52
19	3469763	3470970	2	2	1	105	3	70
19	3471102	3471978	2	2	1	81	3	55
19	3472034	3473768	2	2	1	97	1	55
19	3473816	3478277	2	2	0	23	0	47
19	3473849	3478277	2	2	0	6	0	74
19	3473867	3478277	2	2	1	88	0	73
19	3473867	3484830	2	2	1	9	0	72
19	3478365	3484830	2	2	1	105	0	74
19	3478365	3484839	2	2	0	1	0	41
19	3484917	3486975	2	2	1	140	0	74
19	3487092	3490773	2	2	1	123	0	67
19	3490839	3492365	2	2	1	89	0	65
19	3492516	3493885	2	2	1	113	0	74
19	3494039	3496521	2	2	1	94	0	71
19	3496652	3507241	2	2	1	79	0	75
19	3507356	3511928	2	2	1	93	0	72
19	3512042	3514653	2	2	1	92	0	66
19	3514720	3518244	2	2	1	90	0	66
19	3514720	3521733	2	2	0	2	0	48
19	3518383	3521733	2	2	1	58	0	74
19	3521921	3526701	2	2	1	74	1	75
19	3526930	3544107	2	2	0	5	0	74
19	3526935	3527570	2	2	0	3	0	59
19	3526935	3529647	2	2	0	1	0	23
19	3526935	3544107	2	2	1	77	3	74
19	3526935	3575640	2	2	1	9	0	64
19	3544256	3575640	2	2	1	44	3	73
19	3585292	3586382	2	2	1	13	0	73
19	3586481	3590973	2	2	1	7	0	60
19	3591114	3591615	2	2	1	15	0	72
19	3591853	3593515	2	2	1	24	0	73
19	3593627	3597243	2	2	1	26	0	75
19	3597481	3600672	2	2	1	23	0	74
19	3600799	3602234	2	2	1	35	0	74
19	3600885	3602234	2	2	0	1	0	58
19	3602445	3604001	2	2	1	23	0	74
19	3602445	3605285	2	2	0	1	0	39
19	3604193	3605285	2	2	1	36	0	74
19	3605495	3610034	2	2	0	1	0	22
19	3605495	3610038	2	4	1	36	1	69
19	3605495	3612197	2	2	0	1	0	46
19	3610210	3612197	2	2	1	2	0	60
19	3610214	3612197	2	2	0	2	0	60
19	3612522	3614225	2	2	1	26	0	75
19	3614411	3615652	2	2	1	30	0	74
19	3615880	3620014	2	2	1	28	0	71
19	3620305	3622509	2	2	1	26	1	67
19	3622727	3628272	2	2	1	37	0	69
19	3628445	3630073	2	2	1	24	0	72
19	3630471	3647527	2	2	1	19	0	65
19	3647660	3649397	2	2	0	1	0	37
19	3647660	3649403	2	2	1	23	0	68
19	3649601	3652132	2	2	1	25	0	72
19	3652331	3659243	2	2	1	27	0	71
19	3659641	3686354	2	2	1	11	0	71
19	3706786	3708060	2	2	0	1	0	34
19	3708437	3714403	1	1	1	7	0	74
19	3708437	3714406	1	1	0	1	0	50
19	3714626	3715637	1	1	1	11	0	67
19	3715803	3716490	1	1	1	10	0	60
19	3768228	3786388	1	1	1	3	0	4
19	3768341	3782219	1	1	1	1	0	49
19	3768341	3786388	1	1	1	6	0	66
19	3782853	3786388	1	1	1	2	0	72
19	3786628	3793067	1	1	1	25	0	75
19	3793216	3796639	1	1	1	8	0	48
19	3793216	3802074	1	1	1	3	0	74
19	3802241	3802787	1	1	1	26	0	71
19	3802898	3804394	1	1	1	21	0	71
19	3802898	3804447	1	1	0	2	0	74
19	3804562	3804813	1	1	1	22	0	20
19	3804834	3804916	1	1	1	23	0	20
19	3805054	3807224	1	1	1	18	1	73
19	3805054	3814114	1	1	0	2	0	48
19	3807422	3814114	1	1	1	17	0	69
19	3807838	3822102	2	2	0	1	0	12
19	3815621	3816011	1	1	0	1	0	39
19	3851203	4149341	1	1	0	10	0	26
19	3852414	3864647	1	1	1	9	0	46
19	3864760	3871002	1	1	1	1	0	42
19	3864760	3875734	1	1	1	7	0	54
19	3864760	3884471	1	1	1	2	0	70
19	3864760	3885859	1	1	0	1	0	28
19	3875472	3875734	1	1	1	1	0	55
19	3875789	3884471	1	1	1	13	0	62
19	3882121	3884471	1	1	1	2	0	54
19	3884586	3885859	1	1	1	12	0	57
19	3885994	3886361	1	1	1	15	0	74
19	3886467	3887388	1	1	1	15	0	61
19	3887448	3889022	1	1	1	11	0	59
19	3889111	3889879	1	1	1	15	0	72
19	3889989	3892106	1	1	1	13	0	63
19	3892214	3892709	1	1	1	19	0	69
19	3892792	3893347	1	1	1	20	0	66
19	3896193	3896269	2	2	1	8	0	71
19	3896448	3896603	2	2	1	26	0	74
19	3896722	3896794	2	2	1	29	0	74
19	3896903	3897037	2	2	1	25	0	73
19	3897170	3897467	2	2	1	23	0	71
19	3897682	3897757	2	2	1	15	1	67
19	3897877	3898547	2	2	1	25	0	69
19	3898639	3898717	2	2	1	26	0	73
19	3898758	3898979	2	2	0	1	0	40
19	3898876	3898979	2	2	1	21	0	65
19	3899120	3901890	2	2	1	23	0	72
19	3902036	3902343	2	2	1	10	0	69
19	3902557	3902630	2	2	1	35	0	72
19	3902725	3902881	2	2	1	33	0	70
19	3902965	3903045	2	2	1	26	0	72
19	3903173	3903339	2	2	1	9	0	69
19	3903429	3903508	2	2	1	19	0	72
19	3903730	3904216	2	2	1	20	0	71
19	3904296	3904584	2	2	1	33	0	75
19	3904706	3906523	2	2	1	1	0	63
19	3904706	3907018	2	2	1	22	0	73
19	3909075	3909152	2	2	1	160	1	74
19	3909282	3910897	2	2	1	220	1	75
19	3909282	3921759	2	2	0	1	0	16
19	3909304	3910897	2	2	0	1	0	69
19	3911071	3911160	2	2	1	218	1	74
19	3911255	3911565	2	2	0	0	1	15
19	3911257	3911565	2	2	1	252	2	73
19	3911598	3911688	2	2	0	1	0	32
19	3911617	3911688	2	2	1	243	2	51
19	3911747	3912202	2	2	0	5	1	39
19	3911747	3912466	2	2	1	18	0	58
19	3911747	3912469	2	2	0	3	0	25
19	3911747	3912709	2	2	0	164	1	58
19	3981835	3984754	2	2	0	0	1	15
19	4000848	4001195	1	1	1	26	0	73
19	4000848	4001627	1	1	0	1	0	32
19	4001329	4001627	1	1	1	28	0	75
19	4001706	4001795	1	1	1	21	0	73
19	4003402	4003510	1	1	1	5	0	66
19	4003815	4003944	1	1	1	6	0	57
19	4004025	4004095	1	1	1	4	0	62
19	4004168	4004322	1	1	1	7	0	63
19	4004433	4004512	1	1	1	5	0	72
19	4004649	4004762	1	1	1	8	0	61
19	4004817	4006025	1	1	0	1	0	30
19	4004817	4006060	1	1	1	0	1	5
19	4004817	4006109	1	1	1	5	0	54
19	4006268	4006357	1	1	1	9	0	50
19	4006440	4006551	1	1	1	10	0	71
19	4006649	4006718	1	1	1	9	0	66
19	4007666	4007769	2	2	1	95	0	74
19	4007916	4008047	2	2	1	175	0	73
19	4007940	4008047	2	2	0	1	0	59
19	4008126	4008342	2	2	0	1	0	24
19	4008130	4008342	2	2	1	177	0	75
19	4008498	4008593	2	2	0	1	1	43
19	4008510	4008593	2	2	1	199	1	73
19	4008807	4009343	2	2	1	191	1	73
19	4009534	4009825	2	2	1	139	2	75
19	4010010	4011101	2	2	1	204	0	74
19	4010010	4011345	2	2	0	2	0	35
19	4011273	4011345	2	2	1	174	0	75
19	4011425	4012550	2	2	1	3	0	63
19	4011429	4012550	2	2	1	164	0	75
19	4035539	4035910	2	2	0	1	0	21
19	4035662	4035823	2	2	1	169	2	75
19	4035932	4036687	2	2	1	253	22	75
19	4036058	4040941	2	2	0	1	0	31
19	4036792	4037103	2	2	1	183	77	74
19	4037171	4041465	2	2	0	0	1	20
19	4037192	4037289	2	2	1	299	129	74
19	4037192	4037584	2	2	0	2	0	36
19	4037397	4037584	2	2	1	383	1	72
19	4037472	4037584	2	2	0	1	0	34
19	4037621	4037862	2	2	1	295	1	37
19	4040816	4040981	2	2	1	1	0	55
19	4041086	4041397	2	2	1	1	62	60
19	4041486	4041583	2	2	1	1	129	72
19	4097508	4097816	1	1	1	38	0	74
19	4097734	4097816	1	1	1	5	0	57
19	4097908	4098004	1	1	1	8	1	60
19	4097918	4098004	1	1	1	46	0	74
